IS_match	flags	MANUAL_match	query_string	LH_match
NAS	LH/IS		gender:M; age:65; Nasal Wash	NA
NAS	LH/IS		gender:M; age:66; Nasal Swab	NA
swab	IS		gender:M; age:68 Y; upper respiratory tract swab	
NAS	LH/IS		gender:M; age:69Y; Nasopharyngeal aspirate	NA
			gender:M; age:6mo.	
NAS	LH/IS		gender:M; age:6mo; Nasal swab	NA
NAS	LH/IS		gender:M; age:70; Nasal Wash	NA
NAS	LH/IS		gender:M; age:71Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:M; age:74Y; Nasopharyngeal aspirate	NA
NP	IS		gender:M; age:7m; NP Swab	
NAS	LH/IS		gender:M; age:8 month; Nasal Swab	NA
			gender:M; age:8 yr	
NAS	LH/IS		gender:M; age:85Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:M; age:89Y; Nasopharyngeal aspirate	NA
NP	IS		gender:M; age:8; NP Swab	
NAS	LH/IS		gender:M; age:8Y; Nasopharyngeal aspirate	NA
pharyngeal	IS		gender:M; age:9; Pharyngeal swab	
NAS	LH/IS		gender:M; age:9Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:M; age:child; Nasal Swab	NA
			goose	
OF	LH/IS		grown in allantoic cavities of embryonated chicken eggs; originally from a Reye's syndrome patient	egg
			guinea fowl	
			gull	
heart	IS		heart tissue from fresh water Atlantic salmon	
bronchoalveolar	IS		host bronchoalveolar lavage fluid	
			human, age:13y	
			human, age:42y	
			human, age:5y	
			human, age:6y	
			human, age:79y	
			human, age:85y	
			human, gender:F; age:14y	
			human, gender:F; age:21y	
			human, gender:F; age:22y	
			human, gender:F; age:23y	
			human, gender:F; age:25y	
			human, gender:F; age:29y	
			human, gender:F; age:2y	
			human, gender:F; age:30y	
			human, gender:F; age:32y	
			human, gender:F; age:34y	
			human, gender:F; age:42y	
			human, gender:F; age:44y	
			human, gender:F; age:48y	
			human, gender:F; age:4y	
			human, gender:F; age:55y	
			human, gender:F; age:57y	
			human, gender:F; age:61y	
			human, gender:F; age:64y	
			human, gender:F; age:78y	
			human, gender:F; age:79y	
			human, gender:F; age:7y	
			human, gender:F; age:8y	
			human, gender:F; age:92y	
			human, gender:F; age:98y	
			human, gender:F; age:9y	
			human, gender:M; age:10y	
			human, gender:M; age:17y	
			human, gender:M; age:24y	
			human, gender:M; age:28y	
			human, gender:M; age:30y	
			human, gender:M; age:32y	
			human, gender:M; age:33y	
			human, gender:M; age:36y	
			human, gender:M; age:37y	
			human, gender:M; age:3y	
			human, gender:M; age:43y	
			human, gender:M; age:44y	
			human, gender:M; age:46y	
			human, gender:M; age:49y	
			human, gender:M; age:51y	
			human, gender:M; age:56y	
			human, gender:M; age:59y	
			human, gender:M; age:74y	
			human, gender:M; age:7y	
			human, gender:M; age:89y	
			human, gender:M; age:92y	
			human; sporadic case from Children's Hospital	
			human; sporadic case isolated from affiliated hospital	
FEC	IS		infective allantoic fluid	
air	IS		isolated from domestic chicken from Cairo governorate	
			isolated from domestic chicken from Fayoum governorate	
			isolated from domestic chicken from Giza governorate	
OF	IS		isolated from domestic turkey from Menofyiya governorate	
	LH		isolated on MDCK cells	cell
kidney	IS		kidney sample	
lung	IS		lung tissue post-mortem	
			male patient	
			manure	
water	LH/IS		migratory feral water birds during the 2000-2007 period in Hokkaido	RD
			mosquitoes	
lung	MANUAL	mouse	mouse-adapted, mouse lung	
NAS	LH/IS		nasal and pharyngeal swab	NA
NAS	LH/IS		nasal sawb	NA
NAS	LH/IS		nasal secretory material	NA
NAS	LH/IS		nasal swab no.2;Ciro	NA
NAS	LH/IS		nasal swab of humn being	NA
NAS	LH/IS		nasal swab of patient returning from Mexico	NA
NAS	LH/IS		nasal swab taken on May 4, 2004, from 7-year-old female admitted to hospital with an influenza-type illness	NA
NAS	LH/IS		nasal swab taken on Nov. 1, 2004, from 52-year-old female as part of a community influenza-spotter scheme	NA
NAS	LH/IS		nasal swabs from cattle	NA
NAS	LH/IS		nasal swap	NA
NAS	LH/IS		nasal turbinate	NA
NAS	LH/IS		nasal/throat swab taken on Oct. 6, 2003, ffrom 58 year-old male as part of a community influenza-spotter scheme	NA
NAS	LH/IS		naso-pharyngeal wash from influenza patient 328	NA
NAS	LH/IS		naso-pharyngeal wash from influenza patient 346	NA
NAS	LH/IS		naso-pharyngeal wash from influenza patient n.235	NA
NAS	LH/IS		naso-pharyngeal wash from influenza patient n.343	NA
NAS	LH/IS		nasoparyngeal swab	NA
NAS	LH/IS		nasopharyngeal aspirate from Down Syndrome individual	NA
NAS	LH/IS		nasopharyngeal aspirate from a 4 month old male	NA
NAS	LH/IS		nasopharyngeal aspirate from immunosuppressed individual	NA
NAS	LH/IS		nasopharyngeal flocked swab	NA
NAS	LH/IS		nasopharyngeal fluid	NA
NAS	LH/IS		nasopharyngeal swab, C911	NA
NAS	LH/IS		nasopharyngeal swab, C920	NA
NAS	LH/IS		nasopharyngeal swab, C940	NA
NAS	LH/IS		nasopharyngeal swab, D467	NA
NAS	LH/IS		nasopharyngeal swab, I779	NA
NAS	LH/IS		nasopharyngeal swab, J00	NA
NAS	LH/IS		nasopharyngeal swab, J02	NA
NAS	LH/IS		nasopharyngeal swab, J02, B34	NA
NAS	LH/IS		nasopharyngeal swab, J029, J449	NA
NAS	LH/IS		nasopharyngeal swab, J04	NA
NAS	LH/IS		nasopharyngeal swab, J060	NA
NAS	LH/IS		nasopharyngeal swab, J11	NA
NAS	LH/IS		nasopharyngeal swab, J440	NA
NAS	LH/IS		nasopharyngeal swab, not known	NA
NAS	LH/IS		nasopharyngeal swab, pharyngotracheitis ac.	NA
NAS	LH/IS		nasopharyngeal swab,tracheitis ac.	NA
NAS	LH/IS		nasopharyngeal wash of flu patient	NA
NAS	LH/IS		nasopharyngeal-oropharyngeal swab	NA
tissue	IS		necropsy tissue (trachea)	
ns	IS		nswo	
			one Culex bitaeniorhynchus mosquito	
ns	IS		organs's pool	
	LH		passage 8 in canine MDCK cells	cell
	LH		passage 8 in human CACO-2 cells	cell
	LH		passaged 5 times in human CACO-2 cells	cell
			patient before drug treatment	
swab	IS		patient throat swab	
OF	IS		pharyngeal swab of patient returning from six month stay in Mexico	
OF	IS		pharyngeal swab of subject returning from NYC, USA	
FEC	LH/IS		pig feces	ece
swab	IS		plucking machine swab	
lung	IS		pool of 3 lungs	
OF	LH/IS		pool of swabs_ECE1	ece
kidney	IS		pooled lung, trachea, kidney	
ns	IS		pooled organ suspension no.1	
ns	IS		pooled organ suspension no.6	
ns	IS		pooled organ suspension; allantoic fluid	
tissue	LH/IS		pooled tissue homogenate (lysate) from a dead swan	NA
tissue	LH/IS		pooled tissue homogenate from a dead swan	NA
swab	IS		processing table swab	
			quarantine	
			reverse genetics plasmid	
			ruddy shellduck	
			sediment	
market	IS		sewage sample in live poultry market	
sewage	IS		sewage water	
			sick domestic duck	
			slaughter house	
OF	IS		sputum taken on October 29, 2004, from 34-year-old male admitted to hospital with acute exacerbation of asthma, after returning from Thailand	
nose	IS		suction/nose	
swab	IS		swab no.13	
swab	IS		swab no.16	
swab	IS		swab no.29	
swab	IS		swab no.38	
swab	IS		swab no.45	
swab	IS		swab no.5	
lung	LH/IS		swine lung epithelial cell	cell
swab	IS		throat and trachea swab	
swab	IS		throat swab from 16 year old female	
swab	IS		throat swab from 26 year old male	
swab	IS		throat swab from 39 year old female	
swab	IS		throat swab from a 1.8 year old female	
swab	IS		throat swab from a 10 year old female	
swab	IS		throat swab from a 15 year old female	
swab	IS		throat swab from a 2 year old female	
swab	IS		throat swab from a 25 year old female	
swab	IS		throat swab from a 27 year old female	
swab	IS		throat swab from a 27 year old female from	
swab	IS		throat swab from a 6 year old female	
swab	IS		throat swab from a 7 year old male	
swab	IS		throat swab from patient	
OF	IS		throat swab of 30 year old male from Qalubiya Governorate	
lung	IS		trachea and lungs of commercial broilers showing signs of respiratory viral disease but no mortality	
swab	IS		tracheal Swabs	
aspirates	IS		tracheal aspirates from patient with acute respiratory distress syndrome	
FEC	IS		tracheal swab from infected chicken	
swab	IS		tracheal swab no.22	
tissue	IS		tracheal tissue	
			traqueal	
NAS	LH/IS		uncultured nasal swab specimen of 17 year old male in viral transport medium	NA
NAS	LH/IS		uncultured nasal swab specimen of 5 year old female in viral transport medium	NA
ns	IS		uncultured throat swab specimen of 20 year old male in viral transport medium	
ns	IS		uncultured throat swab specimen of 35 year old male in viral transport medium	
ns	IS		uncultured throat swab specimen of 40 year old male in viral transport medium	
ns	IS		uncultured throat swab specimen of 6 year old female in viral transport medium	
ns	IS		uncultured throat swab specimen of 60 year old male in viral transport medium	
ns	IS		uncultured throat swab specimen of 65 year old male in viral transport medium	
swab	IS		upper respiratory tract swab	
			virus liquid	
			whole blood sample from 8 year old girl	
brain	IS		whooper swan brain	
CLO	IS		whooper swan cloacal swab	
swab	IS		whooper swan tracheal swab	
